Txn Date,Store,Category,Payment Type,Basket Items,Basket Value
03.08.2024,Store 08,Storage,Cash,4,336.53
24.08.2025,Store 38,Networking,Cash,16,444.06
28.10.2024,Store 16,Storage,Cash,6,159.43
04.03.2024,Store 33,Monitors,Wallet,20,336.31
01.04.2025,Store 32,Peripherals,Wallet,14,290.81
22.03.2024,Store 18,Monitors,Card,14,78.64
13.04.2024,Store 34,Networking,Card,20,82.92
12.06.2025,Store 09,Monitors,Cash,11,297.6
21.06.2024,Store 29,Networking,Card,15,333.51
06.06.2025,Store 27,Storage,Wallet,8,105.42
29.03.2025,Store 12,Storage,Cash,12,476.81
05.06.2024,Store 37,Peripherals,Wallet,16,226.44
29.06.2024,Store 22,Storage,Cash,9,402.62
03.09.2025,Store 34,Monitors,Card,10,231.67
25.02.2024,Store 37,Peripherals,Cash,8,42.66
06.06.2025,Store 09,Peripherals,Wallet,19,333.21
30.05.2024,Store 19,Storage,Voucher,11,339.31
24.03.2025,Store 12,Laptops,Cash,2,297.63
16.08.2024,Store 08,Peripherals,Voucher,7,467.9
25.09.2024,Store 38,Peripherals,Cash,5,260.28
13.12.2024,Store 06,Laptops,Voucher,10,287.16
07.09.2025,Store 34,Networking,Card,7,320.4
14.02.2024,Store 12,Laptops,Cash,8,289.82
06.02.2024,Store 20,Monitors,Voucher,5,414.19
09.04.2024,Store 40,Peripherals,Card,13,261.41
28.07.2024,Store 09,Laptops,Card,10,83.38
31.01.2025,Store 09,Peripherals,Cash,20,365.78
05.03.2025,Store 40,Storage,Voucher,7,307.51
05.04.2025,Store 08,Peripherals,Wallet,11,183.3
08.03.2024,Store 32,Laptops,Cash,16,391.84
11.08.2025,Store 19,Networking,Cash,16,25.86
01.08.2025,Store 34,Peripherals,Wallet,9,320.4
22.04.2024,Store 36,Peripherals,Voucher,14,63.19
04.09.2025,Store 25,Laptops,Card,20,152.84
10.03.2025,Store 09,Monitors,Voucher,11,106.56
26.06.2024,Store 27,Networking,Cash,5,102.74
31.05.2024,Store 15,Storage,Cash,18,84.53
24.04.2024,Store 24,Laptops,Voucher,1,266.38
15.03.2025,Store 37,Monitors,Wallet,8,56.87
23.08.2025,Store 17,Networking,Cash,22,300.5
10.07.2025,Store 32,Networking,Cash,3,93.03
06.03.2025,Store 17,Laptops,Voucher,15,52.88
14.07.2025,Store 07,Storage,Cash,17,116.79
16.12.2024,Store 31,Peripherals,Cash,7,391.44
02.03.2024,Store 01,Storage,Card,2,412.42
09.04.2025,Store 28,Networking,Cash,22,330.74
04.10.2024,Store 16,Storage,Wallet,22,357.29
13.05.2025,Store 37,Laptops,Wallet,10,185.69
16.04.2024,Store 29,Monitors,Wallet,6,78.49
26.10.2025,Store 25,Laptops,Voucher,21,45.84
26.04.2024,Store 02,Laptops,Cash,3,109.74
03.01.2024,Store 07,Peripherals,Cash,18,151.14
24.08.2024,Store 39,Networking,Voucher,9,341.45
01.12.2025,Store 02,Laptops,Card,6,208.15
11.09.2025,Store 07,Laptops,Wallet,22,443.96
29.09.2025,Store 16,Laptops,Wallet,17,473.68
18.06.2024,Store 28,Networking,Card,4,379.88
08.02.2024,Store 31,Monitors,Cash,15,52.72
24.04.2025,Store 38,Storage,Voucher,8,364.59
22.09.2025,Store 39,Laptops,Voucher,13,109.81
13.09.2024,Store 38,Laptops,Cash,19,132.52
08.08.2025,Store 21,Monitors,Wallet,18,472.89
08.10.2024,Store 01,Networking,Voucher,11,312.53
24.04.2025,Store 35,Storage,Wallet,10,257.81
20.02.2024,Store 13,Peripherals,Voucher,20,477.84
23.12.2024,Store 40,Monitors,Cash,21,247.61
10.07.2025,Store 26,Laptops,Cash,10,282.89
08.08.2024,Store 21,Monitors,Cash,2,72.04
07.12.2024,Store 27,Storage,Cash,15,67.55
18.04.2024,Store 13,Peripherals,Card,1,455.52
25.10.2024,Store 20,Networking,Cash,22,256.88
24.09.2024,Store 20,Peripherals,Wallet,7,387.17
22.06.2025,Store 22,Monitors,Cash,22,470.01
26.01.2024,Store 24,Monitors,Voucher,6,338.34
10.05.2025,Store 27,Monitors,Card,7,211.58
30.09.2025,Store 08,Monitors,Voucher,14,32.91
31.05.2024,Store 13,Peripherals,Voucher,6,102.2
14.09.2025,Store 34,Peripherals,Wallet,18,396.45
07.03.2025,Store 17,Peripherals,Cash,22,27.49
21.08.2025,Store 09,Peripherals,Wallet,13,85.25
28.09.2024,Store 23,Monitors,Wallet,9,198.42
06.02.2024,Store 17,Peripherals,Cash,6,276.14
24.10.2024,Store 28,Laptops,Wallet,8,25.64
19.04.2025,Store 26,Networking,Wallet,8,42.86
28.04.2024,Store 05,Laptops,Voucher,9,352.81
28.05.2024,Store 14,Monitors,Cash,3,441.81
15.01.2024,Store 13,Laptops,Wallet,7,340.25
12.10.2024,Store 24,Peripherals,Voucher,22,379.6
11.07.2025,Store 18,Monitors,Voucher,5,401.85
20.01.2024,Store 10,Storage,Wallet,20,106.43
11.06.2025,Store 05,Laptops,Cash,9,44.21
09.02.2025,Store 13,Laptops,Wallet,16,368.61
05.09.2025,Store 04,Peripherals,Cash,11,28.45
08.07.2024,Store 03,Storage,Voucher,6,152.48
22.03.2025,Store 31,Networking,Voucher,22,205.86
15.01.2025,Store 35,Networking,Wallet,3,453.51
02.03.2025,Store 19,Peripherals,Cash,9,67.92
23.01.2024,Store 01,Networking,Card,9,367.9
26.02.2025,Store 24,Peripherals,Voucher,9,76.51
11.07.2024,Store 17,Peripherals,Cash,8,100.13
31.07.2025,Store 05,Storage,Voucher,16,253.47
11.06.2024,Store 34,Storage,Wallet,22,407.42
09.10.2024,Store 33,Peripherals,Wallet,4,204.78
08.05.2025,Store 10,Monitors,Wallet,3,404.61
10.10.2024,Store 03,Peripherals,Card,19,345.81
12.05.2024,Store 30,Laptops,Card,12,234.82
20.11.2025,Store 33,Monitors,Wallet,18,271.9
06.10.2025,Store 31,Storage,Wallet,19,239.83
10.04.2025,Store 35,Peripherals,Voucher,17,131.76
27.07.2025,Store 31,Laptops,Cash,15,179.64
25.11.2025,Store 06,Monitors,Wallet,11,238.94
27.11.2024,Store 16,Storage,Cash,6,215.13
05.04.2024,Store 35,Networking,Card,8,222.05
10.05.2024,Store 31,Monitors,Cash,19,393.87
16.06.2025,Store 12,Peripherals,Voucher,1,10.84
28.01.2024,Store 18,Peripherals,Wallet,9,441.68
24.03.2024,Store 32,Networking,Voucher,7,204.74
12.01.2025,Store 07,Storage,Voucher,7,448.25
20.02.2024,Store 32,Networking,Voucher,6,93.15
02.07.2024,Store 09,Networking,Cash,3,222.6
18.04.2024,Store 14,Peripherals,Wallet,4,36.53
31.10.2025,Store 01,Laptops,Cash,15,243.43
25.06.2025,Store 39,Monitors,Card,15,224.4
27.11.2025,Store 22,Networking,Cash,4,426.3
15.01.2025,Store 10,Peripherals,Wallet,20,124.73
11.04.2025,Store 33,Monitors,Cash,1,60.58
29.01.2024,Store 19,Monitors,Voucher,4,145.52
22.10.2025,Store 34,Storage,Card,17,271.1
23.09.2025,Store 09,Peripherals,Card,2,302.78
11.09.2025,Store 40,Networking,Card,18,285.13
10.11.2025,Store 17,Networking,Wallet,20,475.63
15.08.2024,Store 24,Laptops,Wallet,18,296.97
12.05.2025,Store 12,Monitors,Wallet,9,336.07
01.04.2024,Store 10,Monitors,Cash,18,436.08
02.06.2024,Store 39,Peripherals,Card,13,400.33
19.01.2024,Store 32,Monitors,Wallet,12,460.81
16.07.2025,Store 19,Networking,Wallet,3,328.75
30.11.2024,Store 14,Networking,Wallet,12,478.92
28.10.2024,Store 03,Monitors,Wallet,19,251.79
05.12.2024,Store 17,Networking,Card,6,391.1
28.07.2025,Store 22,Storage,Wallet,15,150.72
04.05.2025,Store 28,Peripherals,Card,6,211.14
11.05.2025,Store 03,Monitors,Wallet,11,216.35
24.10.2024,Store 39,Storage,Voucher,9,30.66
07.09.2024,Store 08,Laptops,Voucher,11,283.44
27.11.2024,Store 20,Networking,Card,13,345.47
26.10.2025,Store 24,Laptops,Wallet,13,417.72
06.01.2024,Store 28,Peripherals,Card,19,62.07
23.09.2025,Store 11,Monitors,Card,4,103.16
11.02.2025,Store 17,Storage,Voucher,9,433.78
13.03.2024,Store 29,Storage,Card,6,304.1
09.10.2024,Store 03,Storage,Cash,1,433.9
26.04.2024,Store 40,Peripherals,Cash,4,459.82
03.02.2025,Store 24,Monitors,Wallet,20,63.42
21.07.2025,Store 06,Monitors,Wallet,7,351.11
04.03.2025,Store 04,Networking,Wallet,8,283.29
18.06.2025,Store 27,Peripherals,Wallet,5,72.39
26.09.2024,Store 22,Networking,Cash,14,251.97
11.05.2024,Store 12,Storage,Wallet,6,289.67
12.10.2025,Store 15,Storage,Wallet,14,323.23
07.10.2024,Store 38,Networking,Card,18,81.23
29.11.2025,Store 04,Peripherals,Card,4,353.36
07.09.2024,Store 08,Laptops,Card,18,382.87
07.02.2025,Store 01,Storage,Voucher,15,360.05
28.07.2024,Store 17,Monitors,Cash,12,143.8
13.01.2024,Store 12,Networking,Wallet,12,347.79
02.03.2025,Store 23,Laptops,Card,19,148.05
20.04.2025,Store 24,Peripherals,Voucher,3,142.11
05.05.2024,Store 23,Peripherals,Voucher,18,227.43
24.03.2025,Store 17,Monitors,Card,18,472.24
11.01.2025,Store 08,Storage,Card,22,257.02
26.04.2025,Store 36,Networking,Wallet,18,80.38
19.01.2024,Store 01,Monitors,Card,11,242.45
18.11.2025,Store 19,Monitors,Card,18,380.81
14.06.2024,Store 01,Peripherals,Cash,12,322.91
07.05.2024,Store 18,Networking,Card,1,459.31
20.06.2024,Store 20,Laptops,Voucher,20,213.12
24.10.2025,Store 19,Networking,Wallet,1,299.66
14.10.2025,Store 04,Networking,Wallet,12,149.08
08.02.2024,Store 21,Peripherals,Card,15,224.44
15.10.2024,Store 10,Monitors,Card,18,106.12
14.06.2024,Store 17,Networking,Cash,7,430.8
12.11.2024,Store 07,Laptops,Voucher,7,346.38
06.07.2025,Store 38,Peripherals,Wallet,1,176.14
14.09.2025,Store 14,Laptops,Voucher,3,8.55
20.02.2024,Store 32,Networking,Wallet,2,65.18
05.03.2024,Store 25,Monitors,Card,9,477.31
23.10.2025,Store 11,Storage,Voucher,13,25.49
25.01.2025,Store 35,Peripherals,Cash,11,202.48
08.01.2024,Store 27,Peripherals,Wallet,3,189.38
01.04.2025,Store 11,Laptops,Voucher,1,208.16
07.05.2024,Store 18,Laptops,Voucher,20,327.85
31.01.2024,Store 01,Storage,Wallet,10,126.92
10.01.2024,Store 21,Laptops,Cash,13,423.84
28.04.2024,Store 20,Monitors,Wallet,12,337.64
16.09.2024,Store 26,Monitors,Voucher,3,374.13
30.04.2025,Store 29,Storage,Card,22,67.76
10.10.2025,Store 30,Storage,Wallet,17,426.44
26.10.2025,Store 32,Monitors,Wallet,11,361.37
13.10.2024,Store 24,Networking,Wallet,13,182.71
13.04.2025,Store 03,Networking,Voucher,13,354.65
27.11.2025,Store 10,Peripherals,Card,12,72.32
12.09.2025,Store 29,Monitors,Wallet,10,57.86
16.08.2025,Store 34,Laptops,Voucher,16,32.79
09.04.2024,Store 16,Laptops,Voucher,20,95.41
02.08.2024,Store 39,Peripherals,Card,8,7.52
21.03.2025,Store 38,Monitors,Card,17,308.01
04.10.2025,Store 38,Laptops,Card,4,400.29
13.04.2024,Store 17,Laptops,Voucher,4,381.82
08.03.2025,Store 21,Peripherals,Voucher,7,262.39
11.01.2025,Store 17,Laptops,Wallet,13,251.02
06.01.2024,Store 05,Laptops,Voucher,10,213.22
02.06.2025,Store 02,Peripherals,Voucher,3,435.87
30.11.2025,Store 09,Networking,Voucher,13,50.25
31.03.2024,Store 36,Networking,Voucher,2,63.29
29.02.2024,Store 30,Peripherals,Card,6,368.47
28.09.2025,Store 32,Laptops,Cash,7,230.23
07.10.2024,Store 09,Peripherals,Voucher,17,45.5
27.10.2024,Store 10,Laptops,Wallet,13,216.98
18.10.2025,Store 17,Peripherals,Card,18,86.65
22.02.2025,Store 01,Laptops,Cash,10,137.95
04.05.2024,Store 37,Monitors,Card,21,52.43
05.01.2025,Store 13,Monitors,Card,11,259.32
06.11.2024,Store 17,Storage,Cash,19,310.7
18.10.2025,Store 39,Monitors,Card,21,222.25
03.04.2025,Store 26,Monitors,Wallet,2,207.83
02.05.2025,Store 06,Storage,Wallet,6,94.54
20.11.2024,Store 14,Laptops,Voucher,8,102.57
24.03.2024,Store 07,Laptops,Wallet,11,272.98
22.10.2025,Store 12,Networking,Wallet,19,152.65
21.05.2025,Store 21,Laptops,Voucher,14,365.63
05.01.2025,Store 37,Peripherals,Card,16,447.66
10.02.2025,Store 09,Laptops,Wallet,11,413.57
15.04.2025,Store 27,Laptops,Voucher,16,23.63
11.07.2025,Store 38,Networking,Wallet,18,214.77
20.02.2024,Store 21,Peripherals,Wallet,9,351
27.10.2024,Store 36,Monitors,Voucher,15,212.82
26.04.2024,Store 08,Peripherals,Cash,7,173.14
04.08.2025,Store 39,Laptops,Wallet,16,458.44
23.04.2025,Store 06,Laptops,Cash,18,110.2
31.12.2024,Store 01,Monitors,Voucher,9,62.61
26.11.2025,Store 26,Storage,Voucher,9,93.43
28.05.2024,Store 18,Monitors,Card,18,372.22
17.08.2025,Store 04,Monitors,Card,20,164.72
07.03.2025,Store 04,Storage,Wallet,15,375.95
16.02.2025,Store 30,Storage,Cash,22,215.18
18.11.2024,Store 14,Laptops,Cash,7,478.57
26.11.2024,Store 23,Monitors,Card,16,254.72
13.08.2024,Store 15,Storage,Card,15,200.76
20.10.2024,Store 07,Laptops,Wallet,1,250.11
28.07.2024,Store 05,Monitors,Cash,18,395.79
03.02.2024,Store 28,Peripherals,Voucher,3,271.95
29.10.2025,Store 12,Monitors,Cash,6,298.42
01.09.2025,Store 18,Laptops,Card,16,153.42
08.05.2025,Store 08,Storage,Cash,16,311.97
11.03.2024,Store 01,Storage,Voucher,12,197.15
22.11.2024,Store 11,Monitors,Card,1,446.77
24.01.2025,Store 26,Peripherals,Voucher,5,386.57
06.08.2024,Store 39,Laptops,Voucher,18,322.41
14.12.2024,Store 01,Storage,Card,12,313.93
23.11.2025,Store 14,Peripherals,Wallet,7,383.89
24.08.2025,Store 02,Monitors,Cash,19,72.03
17.02.2025,Store 39,Peripherals,Card,7,403.39
22.12.2024,Store 37,Laptops,Card,1,322.02
22.03.2025,Store 08,Monitors,Cash,18,346.33
16.03.2024,Store 05,Monitors,Wallet,16,368.49
30.10.2024,Store 10,Networking,Card,7,133.59
13.04.2024,Store 29,Networking,Voucher,6,454.45
06.08.2025,Store 06,Laptops,Card,12,147.39
23.03.2025,Store 22,Monitors,Cash,8,253.17
05.10.2025,Store 40,Storage,Wallet,19,204.55
09.07.2024,Store 18,Laptops,Voucher,9,232.9
20.03.2025,Store 29,Monitors,Voucher,13,2.88
29.03.2024,Store 14,Networking,Cash,14,424.14
14.05.2025,Store 25,Peripherals,Cash,2,30.41
08.07.2024,Store 20,Networking,Voucher,22,478.77
12.10.2025,Store 32,Peripherals,Wallet,13,269.95
26.02.2024,Store 24,Storage,Card,15,20.98
18.01.2025,Store 16,Networking,Wallet,5,306.04
02.09.2025,Store 27,Monitors,Wallet,1,138.68
14.08.2025,Store 02,Peripherals,Card,3,442.14
21.10.2025,Store 22,Laptops,Voucher,1,250.57
26.06.2024,Store 15,Laptops,Voucher,17,370.57
18.06.2024,Store 30,Monitors,Cash,10,429.07
08.04.2025,Store 13,Storage,Card,1,424.66
15.08.2025,Store 17,Laptops,Card,5,315.47
27.06.2024,Store 14,Peripherals,Wallet,14,312.6
03.02.2025,Store 31,Laptops,Voucher,7,251.48
16.11.2025,Store 21,Monitors,Card,6,367.35
14.09.2025,Store 27,Storage,Cash,19,475.4
28.04.2024,Store 15,Laptops,Wallet,5,329.88
17.09.2025,Store 21,Storage,Card,8,90.11
17.08.2025,Store 13,Laptops,Card,6,185.47
29.10.2025,Store 13,Networking,Card,14,223.65
29.05.2025,Store 32,Peripherals,Wallet,18,284.31
06.02.2025,Store 34,Laptops,Wallet,5,477.02
12.02.2025,Store 07,Storage,Cash,5,9.94
01.03.2025,Store 23,Monitors,Card,20,397.17
16.06.2024,Store 40,Peripherals,Card,8,299.99
26.05.2025,Store 20,Storage,Wallet,21,267.59
07.03.2024,Store 11,Peripherals,Voucher,9,356.73
04.11.2025,Store 09,Peripherals,Voucher,18,390.87
16.02.2025,Store 05,Peripherals,Cash,8,23.52
06.06.2024,Store 38,Peripherals,Voucher,12,253.98
02.11.2024,Store 32,Monitors,Voucher,12,457.93
21.10.2025,Store 13,Storage,Cash,21,460.06
06.09.2024,Store 26,Monitors,Card,17,17.83
16.10.2024,Store 03,Laptops,Cash,2,456
01.08.2025,Store 21,Laptops,Voucher,10,32.23
02.05.2024,Store 25,Peripherals,Voucher,22,452.76
11.03.2025,Store 31,Laptops,Card,16,199.85
17.01.2024,Store 33,Laptops,Voucher,10,46.64
12.04.2025,Store 30,Laptops,Voucher,11,435.06
18.01.2024,Store 33,Laptops,Cash,17,319.42
18.01.2025,Store 02,Laptops,Card,15,196.71
19.06.2025,Store 09,Networking,Card,4,354.53
13.01.2024,Store 07,Monitors,Wallet,7,185.34
20.04.2024,Store 15,Laptops,Card,7,103.69
07.05.2025,Store 11,Monitors,Voucher,13,318.27
27.12.2024,Store 12,Networking,Wallet,20,348.82
24.06.2025,Store 22,Monitors,Wallet,9,467.75
17.01.2024,Store 31,Peripherals,Cash,12,180.6
08.09.2024,Store 14,Peripherals,Cash,9,278.23
09.10.2024,Store 13,Peripherals,Cash,14,408.28
09.02.2024,Store 17,Networking,Voucher,4,176.15
27.03.2024,Store 16,Peripherals,Voucher,1,411.64
14.10.2025,Store 38,Networking,Cash,14,179.18
15.02.2024,Store 28,Networking,Wallet,6,441.23
05.08.2024,Store 24,Peripherals,Cash,9,20.63
04.07.2024,Store 13,Laptops,Voucher,2,357.47
01.05.2024,Store 22,Monitors,Card,1,179.97
09.05.2025,Store 13,Peripherals,Cash,14,306.75
19.12.2024,Store 10,Networking,Card,11,459.01
10.09.2025,Store 24,Peripherals,Wallet,3,468.54
15.08.2025,Store 17,Monitors,Cash,2,101.84
28.03.2024,Store 07,Storage,Voucher,17,89.72
21.08.2025,Store 04,Laptops,Card,9,336.82
10.12.2024,Store 07,Storage,Voucher,10,195.62
04.11.2025,Store 39,Networking,Card,1,117.05
18.01.2025,Store 14,Networking,Voucher,14,466.22
25.04.2025,Store 40,Monitors,Voucher,7,24.07
09.06.2024,Store 04,Networking,Voucher,11,12.69
15.02.2024,Store 26,Laptops,Wallet,16,300.83
23.09.2025,Store 31,Peripherals,Voucher,14,415.12
16.12.2024,Store 35,Storage,Card,16,352.04
30.09.2024,Store 02,Storage,Cash,17,210.62
14.04.2025,Store 13,Storage,Voucher,20,369.49
26.04.2025,Store 39,Peripherals,Card,10,338.07
12.07.2024,Store 16,Laptops,Cash,6,465.3
21.08.2025,Store 25,Monitors,Card,10,345.97
04.11.2025,Store 06,Networking,Card,15,234.41
27.08.2025,Store 34,Monitors,Voucher,10,112.53
10.04.2025,Store 09,Storage,Cash,3,453.31
19.03.2025,Store 40,Storage,Voucher,11,227.64
30.12.2024,Store 22,Laptops,Voucher,4,11.74
13.01.2025,Store 11,Peripherals,Cash,10,332.14
03.07.2025,Store 04,Networking,Card,18,326.58
22.01.2024,Store 26,Storage,Voucher,20,418.4
25.10.2024,Store 38,Storage,Cash,9,152.13
04.07.2024,Store 17,Storage,Cash,11,207.79
19.08.2025,Store 16,Networking,Cash,3,17.33
29.08.2025,Store 37,Networking,Voucher,7,87.82
07.10.2025,Store 21,Storage,Card,21,433.05
21.11.2024,Store 13,Networking,Card,1,478.91
11.07.2025,Store 04,Laptops,Card,20,195.24
08.01.2024,Store 30,Networking,Voucher,1,62.71
09.10.2024,Store 11,Laptops,Card,7,42.54
08.05.2025,Store 02,Storage,Card,8,43.85
16.11.2024,Store 25,Storage,Card,3,321.74
18.09.2024,Store 25,Peripherals,Card,7,470.49
29.08.2025,Store 39,Monitors,Wallet,2,476.01
21.08.2025,Store 09,Storage,Cash,1,341.71
29.08.2025,Store 04,Monitors,Card,21,252.2
04.06.2024,Store 25,Peripherals,Wallet,1,131.2
22.07.2025,Store 18,Monitors,Wallet,13,332.75
06.01.2024,Store 27,Laptops,Card,2,365.36
13.12.2024,Store 31,Monitors,Card,16,306.6
04.02.2025,Store 31,Storage,Wallet,1,413.13
23.01.2025,Store 03,Monitors,Cash,7,262.56
08.08.2025,Store 33,Peripherals,Wallet,14,255.12
25.07.2025,Store 15,Monitors,Cash,7,376.59
09.04.2024,Store 39,Storage,Cash,3,197.84
19.06.2025,Store 26,Laptops,Cash,4,186.13
21.11.2025,Store 23,Peripherals,Wallet,17,383.91
28.09.2025,Store 13,Peripherals,Cash,5,429.23
15.11.2024,Store 18,Laptops,Cash,15,92.63
29.08.2025,Store 10,Laptops,Cash,9,187.54
13.05.2025,Store 33,Storage,Cash,19,134.51
04.07.2025,Store 38,Peripherals,Card,18,471.02
16.11.2024,Store 15,Peripherals,Voucher,21,235.39
04.10.2024,Store 01,Monitors,Card,8,350.03
14.09.2024,Store 19,Networking,Card,18,407.87
14.06.2025,Store 38,Peripherals,Card,14,400.24
27.01.2025,Store 05,Laptops,Voucher,14,302.16
29.10.2024,Store 04,Networking,Card,6,165.71
06.04.2024,Store 09,Laptops,Voucher,22,437.05
10.01.2025,Store 28,Networking,Card,1,250.51
17.12.2024,Store 17,Laptops,Wallet,15,173.13
05.02.2025,Store 07,Monitors,Voucher,2,44.94
03.12.2024,Store 26,Networking,Cash,9,223.11
02.07.2024,Store 38,Monitors,Card,6,407.18
01.04.2025,Store 28,Monitors,Card,5,70.33
02.05.2024,Store 02,Peripherals,Cash,13,132.69
30.08.2025,Store 23,Storage,Wallet,16,96.22
23.03.2025,Store 02,Laptops,Voucher,19,236.84
21.11.2024,Store 37,Networking,Card,6,28.55
02.04.2024,Store 09,Networking,Voucher,11,369.37
21.07.2025,Store 36,Networking,Cash,9,419.17
25.06.2024,Store 33,Storage,Card,10,124.77
16.09.2025,Store 03,Networking,Card,16,46.95
17.07.2025,Store 33,Storage,Wallet,3,209.92
05.07.2025,Store 17,Networking,Cash,13,272.77
11.02.2024,Store 06,Peripherals,Wallet,22,169.51
01.10.2025,Store 04,Laptops,Card,10,314.86
25.11.2025,Store 26,Networking,Card,1,41.1
16.03.2024,Store 13,Laptops,Card,15,286.54
21.05.2025,Store 40,Peripherals,Cash,2,13
12.08.2025,Store 36,Monitors,Voucher,3,461.29
01.03.2025,Store 27,Monitors,Wallet,5,459.04
16.06.2025,Store 40,Networking,Voucher,18,5.73
14.03.2025,Store 24,Networking,Card,19,245.19
10.04.2024,Store 39,Networking,Voucher,4,312.8
17.08.2024,Store 38,Networking,Wallet,11,103.23
10.04.2025,Store 08,Peripherals,Wallet,5,414.82
27.11.2025,Store 26,Storage,Wallet,5,16.36
12.01.2025,Store 36,Networking,Voucher,22,274.55
25.04.2024,Store 40,Peripherals,Card,12,237.07
03.08.2024,Store 40,Networking,Card,3,157.9
30.06.2024,Store 13,Peripherals,Cash,11,102.65
11.04.2024,Store 26,Monitors,Card,21,92.5
19.04.2025,Store 30,Peripherals,Voucher,21,274.37
07.07.2025,Store 21,Laptops,Voucher,15,373.45
27.03.2025,Store 35,Networking,Card,6,448.33
29.01.2025,Store 02,Monitors,Wallet,11,202.99
25.11.2025,Store 09,Networking,Wallet,8,374.05
06.03.2024,Store 28,Storage,Voucher,9,325.25
24.03.2025,Store 34,Storage,Voucher,12,257.02
18.06.2024,Store 37,Storage,Wallet,13,422.82
22.10.2025,Store 08,Networking,Wallet,3,84.82
15.07.2025,Store 14,Monitors,Voucher,19,337.35
28.06.2024,Store 11,Peripherals,Voucher,11,121.71
22.05.2025,Store 12,Peripherals,Voucher,8,99.97
23.12.2024,Store 10,Storage,Card,8,434.07
04.07.2025,Store 23,Networking,Card,5,414.26
11.11.2024,Store 02,Networking,Wallet,11,88.61
15.01.2025,Store 29,Monitors,Cash,13,420.6
15.07.2025,Store 40,Laptops,Card,9,425.36
19.08.2024,Store 16,Peripherals,Card,1,41.67
04.02.2024,Store 05,Networking,Voucher,3,230.38
09.10.2024,Store 13,Monitors,Voucher,3,6.04
09.07.2025,Store 03,Laptops,Cash,19,93.68
15.11.2024,Store 03,Peripherals,Voucher,16,319.39
24.03.2025,Store 18,Storage,Wallet,3,95.9
18.05.2024,Store 31,Laptops,Cash,6,382.32
07.06.2024,Store 13,Storage,Voucher,8,68.79
09.08.2024,Store 18,Peripherals,Voucher,2,356.43
10.06.2024,Store 06,Networking,Card,6,405.11
14.05.2025,Store 01,Monitors,Voucher,13,472.72
01.03.2025,Store 36,Monitors,Card,18,312.54
07.04.2024,Store 31,Storage,Voucher,5,242.82
22.01.2024,Store 25,Monitors,Voucher,10,185.93
05.01.2025,Store 36,Monitors,Voucher,13,288.9
18.07.2025,Store 17,Networking,Cash,18,243.42
30.11.2025,Store 04,Monitors,Card,2,415.02
19.11.2024,Store 27,Storage,Card,10,325.95
05.07.2024,Store 25,Monitors,Card,22,412.2
27.02.2025,Store 35,Storage,Cash,11,377.3
09.06.2024,Store 33,Storage,Voucher,11,348.53
11.10.2024,Store 19,Networking,Wallet,18,275.3
24.09.2025,Store 22,Storage,Cash,13,342.41
04.06.2025,Store 24,Networking,Cash,12,29.85
29.10.2025,Store 20,Storage,Voucher,17,251.31
03.05.2024,Store 16,Monitors,Voucher,9,230.49
15.06.2025,Store 18,Storage,Wallet,8,223.21
08.02.2025,Store 30,Laptops,Voucher,21,224.62
03.03.2025,Store 30,Monitors,Cash,10,21.26
20.03.2025,Store 40,Laptops,Card,11,180.54
26.05.2025,Store 31,Networking,Cash,19,269.98
04.02.2024,Store 22,Networking,Voucher,16,264.22
31.12.2024,Store 06,Storage,Cash,5,454.87
24.12.2024,Store 23,Storage,Card,9,225.9
06.07.2024,Store 19,Laptops,Voucher,12,383.06
30.03.2024,Store 32,Monitors,Cash,1,219.04
30.08.2024,Store 31,Peripherals,Cash,12,206.51
28.08.2024,Store 34,Storage,Voucher,2,349.75
09.01.2024,Store 14,Laptops,Voucher,7,117.01
10.05.2025,Store 13,Laptops,Voucher,10,41.51
24.01.2024,Store 37,Laptops,Wallet,3,271.03
22.10.2024,Store 01,Peripherals,Card,20,178.1
31.05.2024,Store 11,Laptops,Wallet,19,248
06.10.2024,Store 27,Storage,Cash,12,29.89
18.01.2024,Store 04,Monitors,Card,6,354.49
02.10.2025,Store 31,Storage,Wallet,16,270.83
25.07.2025,Store 02,Peripherals,Voucher,19,60.02
01.06.2025,Store 38,Peripherals,Cash,2,309.45
10.08.2025,Store 18,Storage,Cash,5,316.17
07.02.2025,Store 01,Networking,Card,15,100.75
15.09.2025,Store 05,Storage,Card,19,186.68
27.07.2024,Store 26,Storage,Voucher,17,321.45
01.04.2025,Store 17,Peripherals,Card,11,181.76
10.03.2024,Store 27,Networking,Card,13,300.54
25.12.2024,Store 33,Peripherals,Cash,18,288.4
23.02.2024,Store 26,Laptops,Voucher,1,392.42
20.07.2025,Store 01,Storage,Cash,22,329.39
28.09.2024,Store 08,Peripherals,Cash,11,288.07
18.10.2025,Store 40,Laptops,Wallet,18,52.07
17.03.2025,Store 06,Peripherals,Voucher,20,380.74
06.07.2024,Store 27,Monitors,Voucher,5,292.4
05.10.2025,Store 25,Storage,Card,11,454.5
09.08.2024,Store 27,Networking,Voucher,9,49.59
03.09.2024,Store 20,Peripherals,Card,11,270.15
28.10.2024,Store 35,Storage,Voucher,20,216.79
20.10.2025,Store 02,Networking,Card,6,50.79
30.06.2024,Store 19,Monitors,Card,19,466.73
25.08.2025,Store 17,Laptops,Wallet,6,272.16
28.04.2024,Store 38,Laptops,Voucher,15,302.83
